2.244	-0.027182252	-0.011507669	0.068182595	-0.0238724	0.028617216
23.494	-0.066659767	-0.046098438	0.251317744	-0.112180003	0.133893913
44.744	-0.106137281	-0.080689206	0.434452893	-0.200487607	0.239170609
70.244	0.009337806	0.004986957	-0.044483567	0.010985056	-0.023393669
95.744	0.170286951	0.083904905	-0.803664756	0.136129462	-0.206673533
112.744	0.307572234	0.248615579	-1.583432101	0.354322345	-0.218281529
129.744	0.484342542	0.276164418	-2.105404191	0.318589653	0.038961174
146.744	0.691264955	0.583351659	-2.503665375	0.3745056	0.203005104
163.744	0.96723149	0.693576743	-2.251322923	0.13415782	0.347347978
180.744	1.296709036	0.688079981	-1.134424836	-0.095048003	0.257013623
197.744	1.626186582	0.682583219	-0.01752675	-0.324253826	0.166679268
214.744	1.824884108	0.475781387	1.357488031	-0.359643505	-0.150831448
231.744	2.051842925	0.181754102	2.350296716	-0.227551761	-0.381637377
242.25	2.045916238	0.02341987	2.484465013	-0.031013181	-0.239837374
252.756	2.046967696	-0.246277698	2.34978254	0.227551761	-0.253647671
269.756	1.853205071	-0.553030524	1.159784345	0.381725131	-0.063900696
286.756	1.659442446	-0.85978335	-0.03021385	0.5358985	0.125846279
303.756	1.320204636	-0.891441221	-1.409303071	0.241105313	0.311902772
320.756	0.988671169	-0.81784551	-2.265618537	-0.192922391	0.332559073
337.756	0.700329822	-0.655356695	-2.488852602	-0.545330593	0.182514505
354.756	0.482846428	-0.547935446	-2.175817278	-0.674188497	-0.069176905
371.756	0.295064254	-0.309093742	-1.563072571	-0.634414255	-0.23529629
388.756	0.155638316	-0.154454188	-0.834562143	-0.41027803	-0.334475629
414.256	0.015265019	-0.013915723	-0.076554722	-0.041761296	-0.066643702
439.756	-0.131810597	0.085178099	0.428208794	0.256247323	0.629788174
461.006	-0.153728801	0.129550442	0.409285417	0.216594729	0.537259625
482.256	-0.057736822	0.032387354	0.147775571	0.090507726	0.20523245
2.244	-0.068070115	-0.047836037	0.216975471	-0.078821529	0.154617607
23.494	-0.13614023	-0.095672074	0.433950941	-0.157643057	0.309235213
44.744	-0.133938309	-0.097018618	0.425763039	-0.135713417	0.424033068
70.244	0.012870853	0.006887851	-0.035251579	-0.007963834	-0.064761681
95.744	0.162736524	0.12710381	-0.860639553	0.229099195	-0.250573414
112.744	0.308672374	0.256851982	-1.575495198	0.304080534	-0.224902512
129.744	0.464067303	0.412542656	-2.208395927	0.440235547	-0.036344893
146.744	0.695483348	0.56299096	-2.584547445	0.38856064	0.170734667
163.744	0.997141175	0.710373221	-2.298820789	0.116916169	0.343487953
180.744	1.37860192	0.535401145	-1.331909352	-0.08690616	0.283782729
197.744	1.577508121	0.654597177	-0.008857141	-0.400289725	0.114816971
214.744	1.829414399	0.479502766	1.366178574	-0.380652472	-0.149648868
231.744	1.985247707	0.183702978	2.274938085	-0.231572145	-0.357003497
242.25	2.099890319	0.029916573	2.549171	0.014891037	-0.249022598
252.756	2.03154331	-0.244835857	2.34241624	0.274969932	-0.24106101
269.756	1.920088581	-0.618957246	1.430341874	0.591864094	-0.119112356
286.756	1.549726501	-0.997704425	-0.019775554	0.475226219	0.135802244
303.756	1.348843268	-0.920508788	-1.416821025	0.285002115	0.368534635
320.756	1.003847308	-0.830498728	-2.278649339	-0.151257771	0.371544599
337.756	0.716173031	-0.672417387	-2.560821494	-0.521689	0.247625531
354.756	0.472840507	-0.490003335	-2.139318661	-0.645621508	-0.087512892
371.756	0.318971481	-0.29919665	-1.530645405	-0.559489228	-0.415914075
388.756	0.15849899	-0.184374021	-0.791329662	-0.358094122	-0.332519345
414.256	0.017399612	-0.009774926	-0.071384311	-0.036507475	-0.068113222
439.756	-0.124128963	0.065781866	0.422883873	0.258701268	0.644101651
461.006	-0.148850587	0.084145868	0.426460425	0.259234102	0.655052588
482.256	-0.055062724	0.029866978	0.140585512	0.080616502	0.204674494
